,Fairness Metric,Fairness Metric,Compatibility,Compatibility,Allocation,Allocation,Allocation,Results,Results,nDCG
,0,1,0,1,0,1,none,In,Out,All
116,0.5199999999999999,0.58,0.5664811987755883,0.4753649193018983,0.6187518091570963,0.3812481908429037,0,"[('916', 13.496894008791465), ('181', 9.543612237141284), ('850', 8.613423019188296), ('326', 8.381316386981105), ('452', 8.268147280061346), ('649', 8.015061011983992), ('887', 7.213260853571462), ('793', 6.864171086659663), ('827', 6.69899609818995), ('683', 6.579382752496673)]","[('850', 6.180551535206453), ('887', 6.121528782865053), ('916', 6.010417671753943), ('181', 5.565973227309498), ('326', 4.677084338420609), ('452', 4.232639893976165), ('649', 3.7881954495317203), ('827', 3.513884868539786), ('793', 2.8993065606428314), ('683', 2.0104176717539426)]",0.550423979363104
117,0.5199999999999999,0.58,0.578384709780517,0.46048345183068773,0.6432403224282389,0.356759677571761,0,"[('3', 10.23708339864171), ('7', 8.829014416274015), ('792', 7.722790795151704), ('752', 7.51311910369243), ('933', 7.486918521618995), ('352', 7.217649732879288), ('722', 6.9147503015320515), ('905', 6.831900341499004), ('247', 6.710807883644172), ('481', 6.22809631433864)]","[('7', 6.47147715083398), ('3', 5.924922490912421), ('352', 5.489478942101974), ('792', 5.036033602023532), ('752', 4.591589157579088), ('722', 4.249254928611758), ('933', 4.147144713134644), ('247', 3.3603660397228685), ('481', 2.9159215952784243), ('905', 2.8138113798013102)]",0.851315204179819
118,0.5249999999999999,0.58,0.5719885543966909,0.4637997559365836,0.6323687423039346,0.36763125769606547,0,"[('344', 8.3965138086919), ('143', 7.149142667673085), ('51', 7.146494909411576), ('703', 7.062787136948421), ('660', 7.0131178641585965), ('59', 6.607274316173076), ('198', 6.339632011080738), ('957', 5.17178446245609), ('389', 4.799700962631665), ('866', 4.748262962895195)]","[('143', 6.696855922017941), ('344', 6.120102428417759), ('59', 5.654460045928689), ('51', 5.231213539528871), ('703', 4.786769095084426), ('660', 4.3423246506399815), ('389', 3.58574481090683), ('198', 3.453435761751093), ('957', 3.0089913173066485), ('866', 2.1201024284177596)]",0.8859231962742653
119,0.5249999999999999,0.574,0.5957950584683861,0.4510974218323085,0.6604504670894913,0.3395495329105086,0,"[('401', 7.713688942007666), ('284', 7.412801121660777), ('329', 6.366358707113601), ('164', 5.935699065202592), ('481', 5.33016114554621), ('726', 5.22065405797916), ('268', 5.0879535216536365), ('142', 5.032464730526885), ('774', 4.861983328561072), ('403', 4.814902955036789)]","[('401', 7.065915888184181), ('284', 6.621471443739737), ('164', 5.732582554850848), ('481', 5.288138110406403), ('329', 5.233833852321657), ('726', 3.900500518988324), ('268', 3.4560560745438793), ('142', 3.0116116300994347), ('774', 2.5671671856549905), ('403', 2.122722741210546)]",0.9925683900609961
120,0.5149999999999999,0.578,0.5553355430664639,0.47031126912717347,0.6157385124789508,0.3842614875210491,0,"[('341', 5.512147489136001), ('659', 5.076565858995642), ('162', 4.703734853023035), ('427', 4.649016215054504), ('273', 4.5699921352974995), ('382', 4.537793760544089), ('758', 4.489662551725231), ('521', 4.489009089747418), ('690', 4.370186471806627), ('729', 4.230731387788174)]","[('341', 6.3932606979108195), ('427', 6.1273203854692895), ('659', 5.948816253466376), ('162', 5.504371809021931), ('273', 4.615482920133042), ('382', 4.171038475688597), ('758', 3.726594031244153), ('521', 3.2821495867997084), ('690', 2.837705142355264), ('729', 2.3932606979108195)]",0.9907597249346173
121,0.495,0.57,0.5943810557431916,0.4861263339901105,0.6371180512165154,0.3628819487834845,0,"[('489', 10.520623337471987), ('857', 9.578057711486428), ('136', 9.318487220960431), ('751', 8.844782482896703), ('867', 8.117430597807092), ('26', 7.772593315762792), ('230', 7.480067433276387), ('384', 7.39101481901911), ('877', 7.0589151413960725), ('268', 6.901827634299173)]","[('489', 6.222222222222222), ('751', 5.896894302176346), ('857', 5.777777777777778), ('136', 5.333333333333333), ('384', 4.880883475601432), ('867', 4.444444444444445), ('26', 4.0), ('230', 3.5555555555555554), ('877', 2.6666666666666665), ('268', 2.2222222222222223)]",0.9799100183902527
122,0.495,0.566,0.5597783266050655,0.4706464472838902,0.6220788497925723,0.3779211502074277,0,"[('152', 6.542695539471998), ('905', 6.396040163084168), ('753', 5.808461829611622), ('867', 5.749822778538926), ('423', 5.48781193177538), ('345', 5.221972220562611), ('582', 5.16488599035686), ('704', 5.159592646744047), ('697', 5.149970150700659), ('1', 5.13801941964708)]","[('152', 7.234846680958888), ('753', 6.345957792069998), ('905', 5.740621263716032), ('345', 5.012624458736665), ('867', 4.851732374827144), ('423', 4.407287930382699), ('582', 3.51839904149381), ('704', 3.073954597049366), ('697', 2.6295101526049214), ('1', 2.1850657081604767)]",0.9826612231539769
123,0.49,0.568,0.5621268693894741,0.481931701251166,0.6162911575626046,0.38370884243739556,0,"[('23', 12.832869625372375), ('97', 10.15786084693911), ('350', 9.097842277491088), ('877', 8.02649686827746), ('806', 7.956116240889638), ('892', 7.819344430383976), ('537', 7.485212183490401), ('69', 7.217305203310259), ('213', 6.886450256191948), ('345', 6.548177099773765)]","[('23', 7.032928947829716), ('97', 5.522626607725839), ('350', 5.078182163281395), ('892', 4.810706725607494), ('877', 4.633737718836951), ('537', 4.366262281163049), ('806', 4.189293274392506), ('69', 3.921817836718605), ('345', 3.032928947829716), ('213', 2.4115154966147285)]",0.9995317506856534
124,0.49,0.572,0.5782255837650405,0.46856379578579305,0.6447111248068739,0.35528887519312624,0,"[('679', 6.628898196966039), ('23', 6.21748505847043), ('428', 5.75737792858739), ('267', 5.4220825473103), ('144', 5.367604884607712), ('143', 5.349686857101267), ('266', 4.438229974077772), ('557', 4.3650307568000954), ('353', 4.0636012345119275), ('414', 3.936181934076335)]","[('679', 6.993456771101564), ('23', 6.549012326657119), ('428', 5.117654340009547), ('143', 4.771234548879342), ('267', 4.673209895565102), ('266', 4.326790104434898), ('144', 4.228765451120658), ('557', 3.8823456599904533), ('353', 2.4509876733428806), ('414', 2.006543228898436)]",0.9976884769107746
125,0.475,0.576,0.5823549271017276,0.46317702815823114,0.6618627543275168,0.33813724567248316,0,"[('383', 6.088089341175322), ('572', 5.475022383470385), ('563', 4.138876480067637), ('144', 4.072777649359093), ('833', 3.9696259854040052), ('910', 3.8990159719642024), ('3', 3.3174217983022514), ('820', 3.237390117955055), ('428', 3.1847508371062743), ('841', 2.9308429531818807)]","[('572', 6.900898669736764), ('383', 6.406072987313199), ('563', 5.51718409842431), ('144', 5.072739653979866), ('833', 4.6282952095354215), ('910', 4.183850765090977), ('3', 3.7394063206465322), ('820', 3.294961876202088), ('428', 2.8505174317576434), ('841', 2.406072987313199)]",0.9332495676680078
126,0.475,0.572,0.5697477673451927,0.4616351904172071,0.6513804506242991,0.3486195493757008,0,"[('791', 8.398681873430826), ('998', 7.323026071076861), ('975', 6.5769623778468045), ('448', 5.20973091923911), ('97', 5.177209185881453), ('247', 5.009694625615508), ('475', 4.951399762363864), ('302', 4.868625932570357), ('830', 4.697817493207741), ('85', 4.360185296047966)]","[('448', 6.22682372430322), ('975', 5.830265665279335), ('791', 5.750766917013499), ('998', 5.306322472569056), ('247', 4.4969323319460015), ('97', 3.9729891392357217), ('302', 3.608043443057113), ('85', 3.5601570576365527), ('830', 3.1635989986126685), ('475', 3.084100250346833)]",0.6986549076490401
127,0.47,0.572,0.5867663162097192,0.46825314244608773,0.6603802038940618,0.3396197961059382,0,"[('144', 7.822421316297783), ('35', 7.2394678283459255), ('915', 6.804337296197425), ('152', 6.195936876702932), ('372', 5.98308503062704), ('367', 5.934333999888042), ('813', 5.708637142945339), ('555', 5.282642648404924), ('850', 5.16040115058851), ('751', 4.8131380708505995)]","[('915', 6.177144104621008), ('144', 6.122644670993402), ('152', 5.732699660176563), ('35', 5.678200226548958), ('372', 4.344866893215624), ('367', 3.9004224487711796), ('850', 3.5104774379543415), ('813', 3.4559780043267354), ('751', 3.066032993509897), ('555', 3.0115335598822908)]",0.8932739727575657
128,0.45999999999999996,0.574,0.5606299452111394,0.4858821521751291,0.6279236907931811,0.37207630920681894,0,"[('503', 10.623712069560618), ('534', 10.134498278948778), ('713', 9.885508690435573), ('234', 9.810667537200901), ('827', 8.670534106271655), ('916', 8.17275107631459), ('69', 7.616912301837052), ('348', 7.356896017228973), ('750', 7.228422370198882), ('697', 7.13599819176139)]","[('503', 7.120127182011365), ('713', 6.231238293122476), ('534', 5.6421374342146455), ('827', 5.3423494042335875), ('234', 4.753248545325757), ('69', 4.453460515344698), ('916', 3.864359656436868), ('348', 2.975470767547979), ('750', 2.5310263231035344), ('697', 2.08658187865909)]",0.9869814242114203
129,0.45499999999999996,0.576,0.5391266201128732,0.4809776058958891,0.6175853617585467,0.3824146382414532,0,"[('995', 8.7981431925938), ('350', 6.787881495573718), ('710', 6.497732393324962), ('2', 6.330647780731087), ('416', 6.134878001403965), ('128', 5.850792834144574), ('317', 5.4842950121236), ('180', 5.13254315463667), ('449', 4.659034237213234), ('628', 4.6389263758670705)]","[('995', 6.859579952624644), ('2', 5.526246619291311), ('350', 5.352872624176163), ('710', 4.908428179731719), ('128', 4.637357730402422), ('317', 4.192913285957977), ('416', 4.01953929084283), ('449', 3.9572764068387927), ('180', 3.748468841513533), ('628', 1.7973170686206075)]",0.9915651590725688
130,0.45999999999999996,0.576,0.5401890397524112,0.4486454199182504,0.6486723012683873,0.3513276987316127,0,"[('989', 6.024632606165165), ('241', 4.753776066864891), ('329', 4.727454570814295), ('19', 4.716386745285246), ('255', 4.709153523966795), ('939', 4.471664615661335), ('820', 4.423248806978275), ('973', 4.156818377310296), ('665', 4.057068474645659), ('726', 4.052687902236492)]","[('989', 6.402408972574552), ('241', 5.957964528130107), ('329', 5.5135200836856635), ('19', 5.069075639241219), ('255', 4.624631194796774), ('939', 4.18018675035233), ('665', 3.8227636912734764), ('820', 3.7357423059078854), ('973', 3.2912978614634407), ('726', 2.402408972574552)]",0.9992775196932262
131,0.45999999999999996,0.572,0.5900701042118961,0.4826993223585404,0.6534277748241087,0.34657222517589126,0,"[('295', 11.26321153874382), ('336', 9.595781806390091), ('854', 9.441543075517295), ('487', 7.838355952285791), ('341', 6.990286387974213), ('190', 6.978675416159753), ('405', 6.785805765226112), ('896', 5.968132456981566), ('543', 5.647783528036342), ('624', 5.367039067204581)]","[('487', 6.511425916080363), ('854', 6.103493833724203), ('295', 6.029682097124505), ('336', 5.5852376526800604), ('405', 4.325716055946425), ('341', 4.251904319346727), ('190', 3.8074598749022828), ('543', 3.4368271670575363), ('896', 2.918570986013394), ('624', 2.0296820971245046)]",0.6736396352161591
132,0.45999999999999996,0.578,0.5636084150259262,0.4729455039541546,0.6450435918058645,0.35495640819413554,0,"[('389', 6.638711770478689), ('481', 6.175342512173618), ('230', 5.279911845302335), ('847', 4.890241091452902), ('960', 4.766319713633716), ('883', 4.6508385857156105), ('401', 4.5791105636561085), ('222', 4.57688589565196), ('35', 4.530407506425728), ('132', 4.5260647840522)]","[('389', 6.992995011380744), ('481', 6.548550566936299), ('847', 5.65966167804741), ('230', 5.118116099730368), ('883', 4.770772789158522), ('401', 4.326328344714077), ('960', 4.229227210841478), ('222', 2.8958938775081453), ('35', 2.4514494330637007), ('132', 2.0070049886192565)]",0.9964899865436282
133,0.45499999999999996,0.578,0.6073259117841321,0.4649956535221062,0.6878003033113519,0.31219969668864805,0,"[('716', 8.066600624844845), ('504', 7.9104329429162075), ('489', 7.536454377374496), ('905', 7.040751410900983), ('960', 6.972384828145579), ('263', 6.861619778862129), ('449', 6.832109666635403), ('321', 6.733705565442318), ('830', 6.4227688446426425), ('338', 6.014922981550466)]","[('716', 6.222222222222222), ('504', 5.777777777777778), ('449', 5.466111953642645), ('489', 5.333333333333333), ('905', 4.888888888888889), ('960', 4.444444444444445), ('263', 4.0), ('830', 3.533888046357356), ('321', 3.111111111111111), ('338', 2.2222222222222223)]",0.9916251430211188
134,0.45499999999999996,0.57,0.5798095806045397,0.4763670755542528,0.6524945908081106,0.34750540919188944,0,"[('572', 9.396109558033466), ('760', 5.059487369827924), ('764', 4.709470827406445), ('421', 4.569587971855132), ('846', 4.25730969525941), ('201', 4.2185573133852605), ('534', 3.872997977490239), ('687', 3.764993260505811), ('508', 3.6940301250444243), ('678', 3.6874202084778287)]","[('572', 7.175704962317563), ('760', 5.765967714562314), ('846', 5.397927184539785), ('764', 5.32152327011787), ('201', 4.953482740095341), ('421', 4.877078825673426), ('534', 3.543745492340092), ('687', 3.0993010478956475), ('508', 2.6548566034512033), ('678', 2.2104121590067587)]",0.9988612351169479
135,0.45499999999999996,0.57,0.5691761339396556,0.4638636136140395,0.6561534761048761,0.3438465238951241,0,"[('905', 6.800558135150901), ('399', 5.4574158594746605), ('792', 4.924487965157034), ('854', 4.898064383115365), ('323', 4.487085450179766), ('297', 4.4306238000628), ('241', 4.184189291255884), ('670', 4.059131371340826), ('314', 3.9948084306714753), ('153', 3.7725841150883968)]","[('905', 6.1179483067831955), ('854', 5.739744206491873), ('399', 5.673503862338751), ('792', 5.229059417894306), ('297', 4.850855317602985), ('323', 4.340170529005418), ('670', 3.9619664287140957), ('314', 3.5175219842696515), ('241', 3.451281640116529), ('153', 2.117948306783196)]",0.9900917194695679
136,0.44999999999999996,0.576,0.5710443661086583,0.4500027714328155,0.6762543642715074,0.32374563572849263,0,"[('180', 15.022503505889022), ('7', 11.856701583067), ('893', 11.172466756482319), ('949', 10.261803487155385), ('474', 10.048990068583521), ('777', 9.77773083590061), ('764', 9.772918699935971), ('153', 9.121850011466002), ('254', 9.004014669317804), ('368', 8.577629018615413)]","[('893', 6.844110557496273), ('180', 6.753808533765676), ('7', 6.309364089321232), ('949', 4.5211817678531965), ('474', 4.076737323408752), ('368', 3.7329994463851617), ('777', 3.6322928789643076), ('254', 3.1982529782101206), ('764', 3.187848434519863), ('153', 2.743403990075419)]",0.6995228635259071
137,0.45499999999999996,0.58,0.5897284606712211,0.4994161042723827,0.644047737893685,0.35595226210631514,0,"[('152', 10.52491168560973), ('149', 9.828915532439174), ('371', 9.721910724883443), ('297', 8.156268724550742), ('85', 8.028976104858712), ('376', 7.953657685658981), ('97', 7.8360734187641485), ('976', 7.56275958560447), ('374', 7.520083310505139), ('402', 7.511817228732458)]","[('152', 6.914351620762279), ('85', 5.936839053504974), ('297', 5.581018287428946), ('149', 5.481150892689182), ('371', 5.036706448244737), ('976', 3.8032405096511686), ('376', 3.703373114911404), ('97', 3.2589286704669598), ('402', 2.9143516207622797), ('374', 2.370039781578071)]",0.9350489339058393
138,0.45999999999999996,0.582,0.5534358503663752,0.48658633287036984,0.625638475525108,0.3743615244748921,0,"[('401', 10.90203580244826), ('426', 8.895666233934739), ('860', 8.607477316622383), ('965', 8.550046273557848), ('900', 8.000425137829975), ('758', 7.682799811884374), ('912', 6.7905890367596236), ('329', 6.439383535503987), ('517', 6.305284454556053), ('481', 6.131544073250278)]","[('401', 7.12393587412482), ('965', 5.790602540791487), ('426', 5.639598306139009), ('900', 5.346158096347042), ('860', 5.195153861694564), ('758', 3.861820528361231), ('912', 3.417376083916787), ('481', 3.1239358741248204), ('329', 2.972931639472342), ('517', 2.528487195027898)]",0.9927777601451077
139,0.45499999999999996,0.586,0.585219067658745,0.4672480509779178,0.673744858744032,0.3262551412559681,0,"[('311', 10.81497770334802), ('382', 10.6140521934546), ('268', 10.225167513244774), ('389', 9.274593223277869), ('70', 8.386186523803635), ('80', 8.173650005134647), ('65', 7.1579703262725864), ('183', 7.139951496512195), ('273', 7.031697715275856), ('870', 7.023524546332267)]","[('311', 7.043758568759947), ('389', 5.710425235426613), ('382', 5.693049843048924), ('70', 5.265980790982169), ('268', 5.24860539860448), ('80', 3.9152720652711466), ('65', 3.4708276208267024), ('870', 3.043758568759947), ('183', 3.0263831763822577), ('273', 2.5819387319378135)]",0.9501240981990315
140,0.44999999999999996,0.59,0.5553403801295181,0.46501216183422406,0.6567391932214595,0.34326080677854043,0,"[('230', 9.911302305322623), ('827', 6.21444530094608), ('196', 6.172503586014642), ('256', 6.057710881428856), ('239', 5.617215808936032), ('350', 5.514545132229413), ('750', 5.464981303572246), ('97', 4.9760406871502205), ('114', 4.901502006653267), ('865', 4.604655461192913)]","[('239', 6.9361715499067715), ('827', 6.445229346513829), ('196', 6.000784902069384), ('230', 5.9361715499067715), ('256', 4.6028382165734385), ('350', 3.7139493276845497), ('750', 3.269504883240105), ('865', 2.889673790958273), ('97', 2.825060438795661), ('114', 2.380615994351216)]",0.545167812315217
141,0.44999999999999996,0.596,0.5755416366962559,0.470125607793061,0.6710916842742026,0.32890831572579743,0,"[('932', 7.379612598785776), ('858', 5.840975061532468), ('157', 5.117675060072809), ('861', 4.812169889260017), ('230', 4.5197398169327165), ('810', 4.478386237137363), ('662', 4.38613264843156), ('161', 4.199628826451032), ('355', 3.9875030926847708), ('887', 3.9606903007858287)]","[('858', 6.23090736827955), ('932', 5.761717602374557), ('662', 4.959194503136231), ('157', 4.872828713485668), ('887', 4.539495380152335), ('810', 4.4531295905017725), ('861', 4.428384269041223), ('230', 3.983939824596779), ('161', 3.564240701612883), ('355', 2.2061620468190015)]",0.8403853602754718
142,0.45499999999999996,0.598,0.5331604998515916,0.4527157392952082,0.6528181434686905,0.3471818565313095,0,"[('535', 4.893951236435778), ('423', 4.609564112052834), ('394', 3.9489404032001856), ('506', 3.871383936252797), ('489', 3.722938279739381), ('4', 3.654296382942488), ('886', 3.3382720441184155), ('685', 3.3239115153858703), ('697', 3.239739393344715), ('407', 3.226678257741727)]","[('394', 6.382626347847355), ('535', 6.3071211908159395), ('423', 5.862676746371495), ('4', 5.049293014514021), ('506', 4.9737878574826055), ('489', 4.529343413038162), ('886', 3.6404545241492725), ('685', 3.196010079704828), ('697', 2.7515656352603837), ('407', 2.307121190815939)]",0.9140613131027847
143,0.44999999999999996,0.598,0.5650894963049541,0.4736543473105078,0.6607142483266911,0.3392857516733088,0,"[('9', 8.06319052057828), ('414', 7.914734797037736), ('481', 7.804993947366027), ('952', 7.742334680459666), ('77', 7.734477160032636), ('750', 7.427197902487167), ('330', 7.406546235226623), ('971', 7.280983500188039), ('855', 6.894521598072671), ('637', 6.4048911145630045)]","[('481', 6.1765873638999595), ('9', 6.123015831474102), ('414', 5.678571387029657), ('77', 5.28769847501107), ('952', 4.789682498140768), ('750', 3.900793609251879), ('855', 3.5099206972332926), ('330', 3.4563491648074347), ('637', 3.065476252788848), ('971', 3.01190472036299)]",0.9775833278540663
144,0.44499999999999995,0.596,0.5697283001219258,0.4682146051745289,0.6704053358938878,0.32959466410611216,0,"[('716', 7.341959227752224), ('191', 6.891012548901427), ('967', 6.321112353890149), ('907', 5.397515031749388), ('323', 5.231256691494207), ('855', 5.15851659242425), ('799', 5.011187099037642), ('153', 4.966714571585978), ('314', 4.9121747300854315), ('150', 4.403477675600539)]","[('907', 6.56801778631296), ('716', 6.039114075496604), ('191', 5.5946696310521595), ('967', 5.150225186607716), ('855', 4.732432586902472), ('799', 4.287988142458027), ('323', 4.2613362977188265), ('314', 3.3990992535691382), ('153', 2.928002964385493), ('150', 2.039114075496604)]",0.8384309758318517
145,0.43499999999999994,0.594,0.5567707655648754,0.441941990074246,0.6883512556629174,0.3116487443370827,0,"[('449', 7.004475157966723), ('870', 6.984886359868337), ('777', 6.1767488410584), ('564', 6.1699477432955945), ('612', 5.655726542675366), ('600', 5.550144194995139), ('273', 5.516912445820153), ('480', 5.309998902183841), ('244', 5.247518047218638), ('208', 5.040908799206092)]","[('449', 7.6833930744319465), ('612', 6.771306253146065), ('870', 6.192552765193517), ('564', 5.303663876304628), ('777', 4.882417364257176), ('600', 3.5490840309238427), ('273', 3.1046395864793985), ('480', 2.660195142034954), ('208', 2.6369972096379617), ('244', 2.2157506975905097)]",0.9648033570061136
146,0.43999999999999995,0.594,0.568554509534297,0.4669314289711906,0.6715961694523331,0.32840383054766686,0,"[('97', 9.85822007078128), ('996', 8.417391636652084), ('167', 8.322923921847151), ('196', 7.851284720789217), ('513', 6.808630489263196), ('998', 6.802106062381713), ('178', 6.609201664059353), ('531', 6.27480240396211), ('679', 6.200034660804437), ('757', 5.946140682759829)]","[('996', 6.694118559398241), ('97', 6.226330141210278), ('196', 5.805229670509353), ('167', 5.337441252321389), ('513', 4.4485523634324995), ('998', 4.004107918988056), ('679', 3.58300744828713), ('178', 3.559663474543611), ('531', 3.1152190300991665), ('757', 2.2263301412102776)]",0.8587329074277901
147,0.43499999999999994,0.586,0.5823485312917152,0.46334875149856897,0.6831179615293941,0.31688203847060586,0,"[('564', 6.666546712938519), ('535', 6.413028175211568), ('603', 6.302856171617543), ('35', 5.910915934469112), ('230', 5.889353515129921), ('407', 5.573851212038949), ('152', 5.322912047218701), ('136', 5.257412230509564), ('413', 4.899237058020151), ('306', 4.708474615959263)]","[('564', 6.92640452993468), ('535', 5.601732200849663), ('603', 5.157287756405219), ('306', 4.823954423071886), ('35', 4.712843311960775), ('230', 4.26839886751633), ('152', 4.259737863268013), ('407', 3.8239544230718856), ('136', 2.9350655341829968), ('413', 2.490621089738552)]",0.987918939473024
148,0.42999999999999994,0.59,0.5699649313234488,0.47492519064789473,0.6669259704069127,0.3330740295930874,0,"[('601', 6.539640245208557), ('944', 5.181610197727297), ('299', 5.108399919196717), ('956', 4.486157772352032), ('510', 4.182700361419757), ('868', 4.18209042634101), ('401', 4.180258144143667), ('820', 3.8566227703124047), ('673', 3.701519945767989), ('650', 3.4969046321935373)]","[('299', 6.3512756213179715), ('601', 6.314958872448285), ('944', 5.87051442800384), ('956', 4.981625539114951), ('401', 4.573497843540194), ('510', 4.537181094670507), ('868', 4.092736650226063), ('820', 3.203847761337174), ('673', 2.759403316892729), ('650', 2.314958872448285)]",0.8712053432519731
149,0.42,0.59,0.5801669227898426,0.49111435975388396,0.6637718712245416,0.3362281287754584,0,"[('488', 7.8914610292795295), ('319', 6.9160551368612095), ('911', 6.6261381599867795), ('808', 6.609492605155648), ('286', 6.602808396775767), ('991', 6.234809727660659), ('108', 5.986410746205403), ('188', 5.845760945308012), ('277', 5.74310672608456), ('503', 5.610928610519528)]","[('319', 7.434795126304028), ('488', 6.0354288173469675), ('808', 5.636062508389908), ('286', 5.191618063945463), ('911', 5.146539928458079), ('991', 3.813206595124745), ('108', 3.368762150680301), ('503', 2.969395841723241), ('188', 2.9243177062358563), ('277', 2.479873261791412)]",0.9188153749104034
150,0.42,0.59,0.576056674830647,0.4551155416742753,0.6938499518538292,0.30615004814617064,0,"[('65', 7.244111177625787), ('372', 6.963622013459955), ('358', 6.527003660211459), ('720', 6.01745530085092), ('71', 5.933714968434613), ('187', 5.731208052090808), ('334', 5.612086136687728), ('254', 5.357889038550545), ('752', 4.97634073382087), ('153', 4.903550026973639)]","[('65', 6.329916639918794), ('372', 5.88547219547435), ('358', 5.441027751029905), ('720', 4.996583306585461), ('187', 4.9581112181026015), ('71', 4.552138862141017), ('254', 4.069222329213712), ('334', 3.6632499732521273), ('752', 2.7743610843632385), ('153', 2.329916639918794)]",0.9990083181885931
151,0.415,0.59,0.5898345551057487,0.46462391856628227,0.6969217786800143,0.3030782213199858,0,"[('487', 9.644165688248954), ('330', 7.122405135230598), ('603', 6.325265730073246), ('178', 5.61270864264706), ('137', 5.564075311925086), ('306', 5.4919555203189185), ('391', 5.369499516256332), ('288', 5.3364386590721775), ('148', 5.29890597975868), ('511', 4.836004547758449)]","[('487', 7.880338274111151), ('306', 6.5), ('330', 5.5), ('603', 5.055555555555555), ('178', 4.611111111111111), ('137', 4.166666666666667), ('391', 4.119661725888849), ('288', 2.8333333333333335), ('148', 2.388888888888889), ('511', 1.9444444444444446)]",0.985343685829073
152,0.415,0.59,0.550289699968432,0.4631679386211012,0.6682243554675074,0.33177564453249264,0,"[('297', 8.622375776754282), ('644', 8.307245020830747), ('601', 7.176744820426287), ('451', 5.980476719759991), ('893', 5.7895863538732675), ('263', 5.571649359845624), ('604', 5.291637203665684), ('544', 4.915732178850869), ('567', 4.890396697341166), ('547', 4.778380913641801)]","[('297', 6.6817236545166505), ('893', 5.838525629336136), ('644', 5.3156801974819485), ('604', 4.9496367404472466), ('601', 4.871235753037504), ('451', 4.426791308593059), ('544', 3.5706125434055394), ('263', 3.537902419704171), ('567', 3.1261680989610947), ('547', 2.6817236545166505)]",0.9391816023694347
153,0.42,0.59,0.5748747542959541,0.4697250391249301,0.6793704905906878,0.3206295094093122,0,"[('636', 8.380807094478008), ('20', 7.337803584175726), ('713', 7.208004562435163), ('729', 6.717215285954764), ('519', 6.478295571381928), ('343', 6.474897967543305), ('353', 6.219802450816595), ('578', 5.7171546479705215), ('574', 5.4856798452251585), ('111', 5.485398877596062)]","[('20', 7.397726771577484), ('636', 6.845668490518107), ('713', 5.9567796016292185), ('729', 4.6216976310477955), ('519', 4.177253186603351), ('578', 3.7345573794069957), ('343', 3.7328087421589067), ('574', 3.2901129349625515), ('353', 3.288364297714462), ('111', 1.9550309643811288)]",0.9050352200899547
154,0.425,0.59,0.5675896854967603,0.4770941473948199,0.6649835651156366,0.3350164348843634,0,"[('952', 7.625499573320461), ('136', 5.931643096638018), ('232', 5.70382395298908), ('177', 5.652839789340289), ('971', 5.204343879265976), ('336', 4.854225874128769), ('559', 4.669249582294648), ('274', 4.628430055396062), ('138', 4.594816544611529), ('576', 4.577211088011626)]","[('177', 6.549945217052122), ('232', 6.07781429974303), ('952', 6.036101980619798), ('136', 5.5916575361753535), ('559', 4.300036521965252), ('971', 4.2583242028420205), ('336', 3.813879758397576), ('576', 2.966703188631919), ('274', 2.924990869508687), ('138', 2.4805464250642424)]",0.7727773530601528
155,0.42,0.588,0.5692423292215634,0.43746596703758023,0.7044583399960354,0.29554166000396465,0,"[('569', 8.663692371018884), ('991', 6.515108423136562), ('177', 6.502983898429047), ('867', 6.483305606664114), ('660', 6.41684907003663), ('317', 6.184198498535179), ('300', 5.810466768458234), ('600', 5.669766444487892), ('239', 5.615651996706005), ('390', 4.870534793879351)]","[('177', 7.012384277766765), ('569', 5.944444444444445), ('991', 5.5), ('239', 5.166666666666667), ('867', 4.611111111111111), ('317', 4.54317127778879), ('660', 4.166666666666667), ('300', 3.2777777777777777), ('600', 2.8333333333333335), ('390', 1.9444444444444444)]",0.8177868237517515
156,0.42,0.592,0.5704701260473017,0.4391665518711815,0.705769469288454,0.29423053071154603,0,"[('991', 7.338258744247702), ('986', 5.9857450274114266), ('487', 5.558974893627127), ('452', 5.00343650002395), ('190', 4.4654736637330075), ('137', 4.295883615213402), ('115', 4.178317091268324), ('795', 4.0525284124125935), ('655', 3.9533068660259727), ('307', 3.805921021812505)]","[('487', 7.130342675405958), ('986', 6.431623401581214), ('991', 6.058760816271363), ('452', 4.72542748293803), ('190', 4.280983038493585), ('115', 4.209401179358991), ('137', 3.836538594049141), ('795', 3.7649567349145467), ('655', 2.503205260715808), ('307', 2.0587608162713633)]",0.7876324398122382
157,0.415,0.594,0.5654527729449564,0.46986083618663227,0.676041518694919,0.3239584813050809,0,"[('152', 7.5652634318973835), ('847', 5.897473450953937), ('622', 5.621544107344747), ('754', 4.910814760521328), ('410', 4.846295374902647), ('222', 4.69781423655306), ('430', 4.53987057348481), ('561', 4.456843244797695), ('765', 4.4424841363975425), ('799', 4.087035399372732)]","[('152', 7.039930802175135), ('847', 6.595486357730691), ('622', 6.151041913286246), ('754', 4.80671279854991), ('410', 4.362268354105466), ('222', 3.917823909661021), ('430', 3.473379465216577), ('799', 3.039930802175135), ('561', 3.028935020772132), ('765', 2.584490576327688)]",0.9995808469259602
