,non-en,women_writer_director,NDCG,Average Fairness,name
0,0.5116027340614433,0.1102502979737783,0.0330991493637077,0.3109265160176108,history_file_baseline_movie_1
1,0.5021770329108998,0.0899597025937908,0.0342283199731486,0.2960683677523453,history_file_baseline_movie_2
2,0.483143197684318,0.0946421476814802,0.0337328202351408,0.2888926726828991,history_file_baseline_movie_3
3,0.4192916737612804,0.076054259606107,0.0341968119397943,0.2476729666836937,history_file_baseline_movie_4
4,0.4088929970081,0.083574550201487,0.0347894121834156,0.2462337736047935,history_file_baseline_movie_5
0,0.8034954148524726,0.2817980589136727,0.0260761060096534,,history_file_baseline_OFair_movie_1_1
1,0.7579479944540389,0.2718655996367558,0.0256927884993058,,history_file_baseline_OFair_movie_1_2
2,0.5413393009170294,0.0393041602815142,0.0223276793860071,,history_file_baseline_OFair_movie_1_3
3,0.2810075162365303,0.0493785118338157,0.0245774553272152,,history_file_baseline_OFair_movie_1_4
4,0.2146019313565712,0.0499460809353538,0.0235505116352974,,history_file_baseline_OFair_movie_1_5
5,0.7973535063608279,0.2700210000567569,0.0281389473861833,,history_file_baseline_OFair_movie_2_1
6,0.822286006178395,0.2674669390998354,0.0296846407742281,,history_file_baseline_OFair_movie_2_2
7,0.3723456009340565,0.1452976899937567,0.0254753511269929,,history_file_baseline_OFair_movie_2_3
8,0.2442776872369925,0.0444122821953572,0.0286181203339001,,history_file_baseline_OFair_movie_2_4
9,0.2407506506774342,0.0448379590215108,0.0270754856819519,,history_file_baseline_OFair_movie_2_5
10,0.794312957602588,0.2397979453998524,0.0288162005291109,,history_file_baseline_OFair_movie_3_1
11,0.8090900245676339,0.2497304046767693,0.0283375923059903,,history_file_baseline_OFair_movie_3_2
12,0.3802510277054802,0.1298314319768432,0.0243612390941712,,history_file_baseline_OFair_movie_3_3
13,0.2104059740702001,0.0366082070492082,0.0269867090809171,,history_file_baseline_OFair_movie_3_4
14,0.2421493031062246,0.0404392984845905,0.0272533680053541,,history_file_baseline_OFair_movie_3_5
15,0.7513195981610761,0.237811453544469,0.0285596833890416,,history_file_baseline_OFair_movie_4_1
16,0.7282722385736177,0.2440547136613882,0.0291039096839866,,history_file_baseline_OFair_movie_4_2
17,0.3509401376760477,0.1160678812645439,0.0238032054527415,,history_file_baseline_OFair_movie_4_3
18,0.2605142176059935,0.038169022078438,0.0257454747297001,,history_file_baseline_OFair_movie_4_4
19,0.21344652282844,0.0412906521368976,0.0241889367277622,,history_file_baseline_OFair_movie_4_5
20,0.7500425676826153,0.2568250184459958,0.0285753802185406,,history_file_baseline_OFair_movie_5_1
